Job_ID,Required_Skill_Level,Required_Experience,Salary_Offer
J_1245,37,0,25529
J_1246,89,5,41784
J_1247,63,7,46714
J_1248,76,8,50024
J_1249,78,6,52586
J_1250,29,6,43144
J_1251,41,5,33647
J_1252,41,4,36059
J_1253,17,0,18187
J_1254,27,8,35106
J_1255,30,0,30365
J_1256,19,0,26509
J_1257,64,2,43080
J_1258,16,1,26056
J_1259,28,6,40490
J_1260,62,10,57432
J_1261,80,8,51029
J_1262,68,5,51099
J_1263,43,0,33040
J_1264,14,4,28102
J_1265,70,1,45928
J_1266,65,4,43982
J_1267,23,2,22215
J_1268,26,7,38396
J_1269,21,9,46113
J_1270,79,5,43177
J_1271,50,0,38900
J_1272,47,2,33043
J_1273,12,8,28264
J_1274,85,6,46859
J_1275,79,9,49063
J_1276,46,8,39726
J_1277,75,1,37615
J_1278,33,5,36859
J_1279,87,2,50763
J_1280,11,7,30845
J_1281,70,5,51310
J_1282,72,4,40861
J_1283,88,5,48275
J_1284,77,1,45900
J_1285,91,5,44138
J_1286,92,6,51876
J_1287,13,2,18766
J_1288,49,0,28459
J_1289,71,8,56160
J_1290,34,1,35040
J_1291,15,5,29711
J_1292,94,0,41665
J_1293,82,7,57881
J_1294,14,6,31456
J_1295,73,9,48284
J_1296,26,4,34206
J_1297,86,10,61610
J_1298,69,4,45749
J_1299,39,0,26061
J_1300,68,8,46304
J_1301,62,2,30538
J_1302,95,5,52238
J_1303,55,0,31955
J_1304,12,8,34381
J_1305,79,8,49346
J_1306,68,8,54067
J_1307,47,9,44128
J_1308,83,1,47639
J_1309,63,3,41993
J_1310,93,0,47066
J_1311,81,3,46809
J_1312,66,6,40402
J_1313,76,2,48855
J_1314,80,1,41081
J_1315,71,0,31625
J_1316,62,8,52603
J_1317,70,2,43745
J_1318,76,4,41258
J_1319,77,7,43522
J_1320,77,4,39537
J_1321,76,4,38163
J_1322,53,6,45821
J_1323,13,3,35661
J_1324,61,6,46249
J_1325,48,7,45760
J_1326,29,4,40763
J_1327,42,0,34443
J_1328,38,9,44457
J_1329,72,6,50996
J_1330,91,8,59726
J_1331,90,0,45387
J_1332,46,9,48286
J_1333,86,7,54659
J_1334,66,7,48825
J_1335,64,4,47394
J_1336,22,10,40809
J_1337,30,7,37000
J_1338,11,2,22628
J_1339,81,1,42306
J_1340,91,6,46449
J_1341,83,1,40043
J_1342,18,10,40045
J_1343,34,9,34075
J_1344,41,2,38099
J_1345,10,2,29542
J_1346,22,8,42760
J_1347,73,9,51832
J_1348,50,4,36038
J_1349,71,2,37970
J_1350,22,7,40467
J_1351,31,5,34556
J_1352,37,2,26228
J_1353,85,9,57497
J_1354,48,6,38937
J_1355,90,7,55218
J_1356,78,3,43815
J_1357,67,7,53170
J_1358,40,3,26780
J_1359,49,8,47997
J_1360,32,2,23041
J_1361,29,4,36039
J_1362,34,5,39920
J_1363,84,6,50862
J_1364,75,6,52129
J_1365,27,7,39672
J_1366,64,9,56227
J_1367,74,1,42107
J_1368,68,7,48459
J_1369,60,9,49991
J_1370,95,6,58135
J_1371,58,0,36877
J_1372,46,9,52630
J_1373,42,1,36609
J_1374,21,10,33735
J_1375,55,9,47256
J_1376,14,7,28928
J_1377,95,6,44884
J_1378,29,9,40490
J_1379,92,3,50168
J_1380,79,8,50912
J_1381,69,1,46608
J_1382,36,10,36848
J_1383,64,2,39267
J_1384,25,4,30562
J_1385,64,6,47933
J_1386,26,4,28341
J_1387,43,3,37609
J_1388,83,5,50026
J_1389,30,10,47010
J_1390,74,8,50232
J_1391,28,0,32305
J_1392,60,2,40282
J_1393,25,3,36305
J_1394,33,5,31919
J_1395,65,8,55190
J_1396,88,1,40715
J_1397,32,5,32713
J_1398,83,8,52837
J_1399,86,8,52381
J_1400,88,9,52706
J_1401,89,1,42427
J_1402,92,5,45778
J_1403,61,3,32603
J_1404,51,7,40324
J_1405,76,5,49286
J_1406,46,3,37952
J_1407,26,10,42446
J_1408,87,8,61089
J_1409,25,7,38850
J_1410,86,3,45356
J_1411,34,2,25871
J_1412,47,9,50402
J_1413,70,3,49193
J_1414,15,2,31556
J_1415,41,3,37232
J_1416,67,2,46293
J_1417,26,5,37408
J_1418,40,4,34708
J_1419,66,9,48611
J_1420,71,8,49404
J_1421,84,2,37437
J_1422,30,3,34014
J_1423,29,4,38940
J_1424,69,7,52614
J_1425,88,6,48008
J_1426,64,0,29593
J_1427,88,6,44157
J_1428,62,9,46909
J_1429,51,3,40165
J_1430,61,3,43764
J_1431,17,3,31005
J_1432,71,5,52604
J_1433,24,6,38886
J_1434,78,8,56755
J_1435,77,4,45248
J_1436,43,7,37765
J_1437,32,8,32362
J_1438,85,4,52320
J_1439,64,0,40620
J_1440,11,9,31861
J_1441,87,8,50428
J_1442,65,9,46305
J_1443,36,10,37594
J_1444,35,1,28777
J_1445,88,2,38351
J_1446,16,1,26152
J_1447,26,3,31578
J_1448,21,4,27551
J_1449,50,6,40461
J_1450,12,3,19673
J_1451,37,0,30518
J_1452,44,2,33077
J_1453,95,6,53937
J_1454,59,8,47216
J_1455,44,2,27527
J_1456,13,2,23417
J_1457,82,10,47774
J_1458,93,9,58172
J_1459,91,2,38091
J_1460,84,1,42465
J_1461,55,6,42902
J_1462,74,8,55072
J_1463,86,2,43638
J_1464,29,4,39281
J_1465,82,5,53488
J_1466,54,6,35729
J_1467,88,8,55644
J_1468,25,10,41745
J_1469,60,8,45891
J_1470,84,7,55069
J_1471,83,5,49066
J_1472,38,7,45993
J_1473,42,7,44131
J_1474,57,2,33399
J_1475,49,4,34838
J_1476,44,8,37851
J_1477,57,1,34961
J_1478,60,10,44484
J_1479,28,6,31682
J_1480,69,5,51296
J_1481,66,7,40311
J_1482,63,5,49301
J_1483,11,1,27289
J_1484,88,3,45319
J_1485,27,5,39040
J_1486,58,3,41916
J_1487,79,6,41866
J_1488,35,4,38888
J_1489,18,9,37089
J_1490,87,0,43890
J_1491,44,4,31161
J_1492,60,7,52184
J_1493,20,10,46966
J_1494,90,5,42148
J_1495,49,0,38976
J_1496,65,10,53063
J_1497,67,5,36475
J_1498,51,10,42472
J_1499,85,8,52748
J_1500,82,0,46821
J_1501,31,0,26374
J_1502,92,2,53273
J_1503,74,5,42532
J_1504,67,3,39639
J_1505,19,10,47265
J_1506,59,10,56587
J_1507,78,5,50100
J_1508,23,8,30109
J_1509,60,2,39519
J_1510,34,6,45407
J_1511,57,5,36498
J_1512,24,5,25514
J_1513,84,8,46707
J_1514,16,8,36454
J_1515,62,1,37837
J_1516,35,7,36492
J_1517,41,0,28826
J_1518,17,4,35652
J_1519,56,0,26494
J_1520,60,1,38963
J_1521,46,1,37613
J_1522,87,4,47520
J_1523,43,3,33176
J_1524,83,3,38381
J_1525,30,7,31294
J_1526,14,5,26009
J_1527,19,4,30042
J_1528,63,4,41545
J_1529,89,1,42141
J_1530,58,10,49896
J_1531,44,3,28298
J_1532,44,10,44130
J_1533,41,4,34382
J_1534,50,1,26299
J_1535,48,8,49589
J_1536,59,10,57043
J_1537,82,2,35893
J_1538,38,7,45366
J_1539,64,10,45103
J_1540,87,10,59256
J_1541,68,6,50715
J_1542,36,4,42876
J_1543,70,3,43884
J_1544,87,7,50246
J_1545,55,4,42865
J_1546,49,7,49061
J_1547,30,6,34968
J_1548,95,4,47147
J_1549,63,5,44963
J_1550,95,9,56544
J_1551,86,8,53773
J_1552,79,0,34446
J_1553,78,9,56421
J_1554,14,0,28601
J_1555,82,8,47393
J_1556,38,2,28189
J_1557,13,9,29012
J_1558,26,4,31879
J_1559,64,5,38946
J_1560,36,4,40205
J_1561,75,10,57931
J_1562,47,2,27151
J_1563,44,10,39994
J_1564,17,1,27700
J_1565,24,0,23516
J_1566,84,4,52478
J_1567,21,8,36082
J_1568,91,2,41563
J_1569,43,5,39744
J_1570,54,6,38861
J_1571,10,2,22442
J_1572,17,5,39745
J_1573,72,7,48176
J_1574,37,10,48708
J_1575,64,5,46852
J_1576,95,1,43887
J_1577,87,10,57586
J_1578,38,8,41060
J_1579,44,5,45902
J_1580,20,3,32662
J_1581,61,3,33696
J_1582,88,10,58029
J_1583,79,4,39410
J_1584,37,2,34162
J_1585,34,10,38976
J_1586,17,10,41370
J_1587,57,4,38372
J_1588,26,8,30672
J_1589,94,0,40916
J_1590,40,10,45948
J_1591,36,0,22776
J_1592,40,7,35737
J_1593,87,7,46961
J_1594,23,9,32043
J_1595,85,7,53454
J_1596,42,4,38632
J_1597,63,6,51008
J_1598,54,3,43993
J_1599,25,0,24203
J_1600,49,5,32052
J_1601,71,9,44125
J_1602,36,3,35599
J_1603,87,3,48685
J_1604,95,0,49614
J_1605,45,0,26492
J_1606,47,4,42850
J_1607,73,0,45413
J_1608,80,10,48464
J_1609,62,9,49095
J_1610,22,0,20739
J_1611,67,3,39663
J_1612,11,3,29239
J_1613,24,2,23481
J_1614,59,0,31285
J_1615,10,1,23632
J_1616,87,7,46782
J_1617,33,8,48133
J_1618,75,7,47481
J_1619,63,4,33878
J_1620,55,2,38002
J_1621,80,5,46330
J_1622,79,10,55570
J_1623,42,3,31011
J_1624,44,4,37536
J_1625,74,6,42356
J_1626,19,3,29574
J_1627,87,4,47146
J_1628,13,5,28581
J_1629,87,2,49033
J_1630,45,0,31484
J_1631,94,10,61691
J_1632,80,3,37825
J_1633,31,9,38460
J_1634,70,6,45102
J_1635,43,4,28986
J_1636,79,7,47172
J_1637,59,1,34134
J_1638,42,7,41179
J_1639,76,8,47801
J_1640,80,3,42377
J_1641,30,1,22738
J_1642,39,3,35576
J_1643,53,4,34103
J_1644,44,0,27181
J_1645,92,6,44075
J_1646,50,1,32677
J_1647,20,4,25592
J_1648,27,3,33284
J_1649,54,7,44336
J_1650,29,0,34026
J_1651,38,6,37755
J_1652,39,5,29957
J_1653,58,5,49570
J_1654,38,10,48058
J_1655,26,2,32301
J_1656,90,9,48039
J_1657,61,4,40958
J_1658,34,6,45147
J_1659,48,5,41056
J_1660,25,2,29542
J_1661,87,5,42335
J_1662,23,8,34756
J_1663,92,3,53993
J_1664,68,8,52875
J_1665,89,1,48045
J_1666,74,3,48023
J_1667,88,9,49966
J_1668,39,7,46866
J_1669,66,8,49085
J_1670,52,1,38998
J_1671,19,0,26510
J_1672,21,7,39716
J_1673,12,1,22781
J_1674,74,5,38191
J_1675,27,0,27114
J_1676,37,0,21648
J_1677,81,0,35481
J_1678,29,5,30709
J_1679,66,6,50886
J_1680,30,4,30796
J_1681,51,7,39500
J_1682,62,6,49278
J_1683,82,5,52375
J_1684,80,8,55818
J_1685,61,7,52407
J_1686,20,0,26742
J_1687,68,0,36233
J_1688,21,2,21772
J_1689,13,6,34103
J_1690,51,10,46598
J_1691,35,9,42515
J_1692,16,0,20826
J_1693,19,7,39877
J_1694,59,2,29956
J_1695,76,10,61199
J_1696,72,1,47400
J_1697,62,3,46664
J_1698,86,5,46292
J_1699,85,5,47880
J_1700,38,8,49186
J_1701,15,4,23978
J_1702,30,3,38516
J_1703,61,9,51454
J_1704,60,4,42153
J_1705,21,8,36799
J_1706,44,0,38208
J_1707,73,3,37391
J_1708,22,7,42494
J_1709,71,6,41053
J_1710,69,7,54282
J_1711,32,9,44561
J_1712,77,8,52494
J_1713,87,10,52916
J_1714,88,4,51146
J_1715,18,0,23584
J_1716,56,5,46307
J_1717,86,8,46441
J_1718,63,2,42878
J_1719,35,4,33481
J_1720,93,4,46130
J_1721,58,0,27255
J_1722,20,0,24135
J_1723,22,0,17584
J_1724,15,9,38599
J_1725,28,0,24604
J_1726,17,7,34173
J_1727,15,0,30944
J_1728,20,5,32886
J_1729,91,5,43558
J_1730,30,8,39655
J_1731,65,4,44746
J_1732,88,7,60266
J_1733,86,1,43176
J_1734,22,8,42930
J_1735,92,3,49624
J_1736,47,3,43495
J_1737,93,1,46719
J_1738,91,0,35378
J_1739,22,9,39749
J_1740,43,2,27104
J_1741,45,9,46930
J_1742,83,10,50561
J_1743,12,8,41304
J_1744,43,2,29188
J_1745,81,8,44849
J_1746,70,7,55545
J_1747,33,10,35498
J_1748,76,6,53366
J_1749,19,4,35617
J_1750,65,3,41563
J_1751,30,7,31767
J_1752,54,6,41164
J_1753,91,9,63471
J_1754,21,7,39705
J_1755,51,3,44895
J_1756,42,7,38758
J_1757,81,8,47115
J_1758,41,3,30577
J_1759,53,5,36064
J_1760,16,7,35038
J_1761,77,6,41682
J_1762,23,0,28242
J_1763,36,6,37889
J_1764,45,6,45486
J_1765,62,7,50231
J_1766,20,6,38863
J_1767,34,4,34620
J_1768,37,10,51475
J_1769,71,6,44285
J_1770,62,5,38420
J_1771,82,2,43055
J_1772,60,3,45559
J_1773,87,5,48032
J_1774,93,10,54319
J_1775,70,3,40083
J_1776,39,8,38834
J_1777,23,7,39789
J_1778,55,5,49017
J_1779,57,5,40409
J_1780,25,10,36782
J_1781,15,10,43439
J_1782,65,10,46770
J_1783,58,3,45384
J_1784,94,6,46653
J_1785,45,3,39614
J_1786,83,3,53125
J_1787,81,2,40963
J_1788,65,4,40443
J_1789,80,1,36784
J_1790,61,4,34955
J_1791,57,3,31572
J_1792,21,0,27819
J_1793,31,5,41843
J_1794,94,9,63752
J_1795,86,6,48203
J_1796,60,1,28550
J_1797,38,1,25268
J_1798,54,3,40146
J_1799,12,10,31991
J_1800,66,7,49934
J_1801,65,8,44885
J_1802,90,5,46403
J_1803,65,1,33871
J_1804,25,9,45237
J_1805,68,1,41570
J_1806,72,0,37546
J_1807,75,7,54015
J_1808,71,10,50684
J_1809,35,7,44460
J_1810,59,10,50734
J_1811,74,0,30558
J_1812,18,7,42142
J_1813,68,6,45581
J_1814,54,7,49482
J_1815,50,1,41092
J_1816,66,10,47431
J_1817,13,1,30505
J_1818,49,7,46766
J_1819,23,8,33576
J_1820,81,6,54827
J_1821,17,3,32186
J_1822,65,3,34587
J_1823,56,0,32432
J_1824,21,2,31717
J_1825,93,10,57216
J_1826,91,9,54891
J_1827,77,3,39288
J_1828,36,6,36429
J_1829,43,9,37361
J_1830,88,6,45304
J_1831,70,7,47674
J_1832,13,8,35333
J_1833,88,6,49733
J_1834,54,10,54035
J_1835,55,3,43324
J_1836,88,3,39653
J_1837,55,9,45882
J_1838,25,0,32897
J_1839,53,6,47188
J_1840,31,1,30917
J_1841,71,7,41854
J_1842,74,4,44766
J_1843,76,7,48233
J_1844,36,6,36789
J_1845,38,3,38299
J_1846,77,6,43318
J_1847,75,9,51814
J_1848,85,6,50514
J_1849,66,3,45434
J_1850,76,6,50054
J_1851,86,6,44725
J_1852,46,1,29400
J_1853,27,6,36956
J_1854,75,6,40318
J_1855,79,2,37126
J_1856,58,4,34137
J_1857,23,2,25339
J_1858,64,8,40368
J_1859,36,6,42438
J_1860,43,9,38716
J_1861,40,6,42192
J_1862,72,0,30751
J_1863,60,1,41682
J_1864,82,3,48596
J_1865,13,4,24772
J_1866,85,6,54128
J_1867,17,0,26079
J_1868,54,8,38040
J_1869,38,3,41982
J_1870,50,9,39667
J_1871,47,1,37488
J_1872,82,10,57805
J_1873,27,2,23292
J_1874,12,4,25179
J_1875,13,5,33890
J_1876,54,2,34693
J_1877,56,7,38819
J_1878,25,10,42965
J_1879,62,3,35956
J_1880,58,2,36997
J_1881,61,9,44172
J_1882,34,9,39041
J_1883,39,3,28951
J_1884,73,10,56141
J_1885,84,2,50794
J_1886,32,7,32066
J_1887,47,5,35995
J_1888,54,7,47400
J_1889,88,3,44216
J_1890,41,6,31926
J_1891,81,3,45786
J_1892,55,2,30973
J_1893,91,7,54878
J_1894,28,2,23103
J_1895,69,8,53743
J_1896,30,0,29199
J_1897,43,3,33656
J_1898,88,8,55370
J_1899,15,6,30985
J_1900,68,2,47085
J_1901,48,8,38652
J_1902,92,4,49676
J_1903,20,5,35323
J_1904,26,6,39358
J_1905,25,2,34654
J_1906,14,9,41665
J_1907,13,4,35421
J_1908,69,3,48621
J_1909,67,8,42482
J_1910,83,3,52120
J_1911,27,6,32191
J_1912,46,4,33323
J_1913,31,1,32600
J_1914,85,10,53607
J_1915,46,4,31836
J_1916,43,6,36228
J_1917,79,2,37024
J_1918,32,5,28820
J_1919,20,7,29859
J_1920,10,2,18286
J_1921,60,1,37477
J_1922,29,4,38976
J_1923,70,7,45231
J_1924,39,2,35389
J_1925,46,0,27836
J_1926,76,8,50977
J_1927,27,3,27294
J_1928,43,9,49191
J_1929,80,6,48110
J_1930,12,5,38325
J_1931,82,7,55360
J_1932,62,7,41366
J_1933,52,9,40405
J_1934,85,5,46311
J_1935,87,9,51056
J_1936,41,5,39260
J_1937,42,2,37868
J_1938,85,2,36524
J_1939,93,7,61488
J_1940,32,6,31704
J_1941,53,3,45747
J_1942,94,2,42091
J_1943,47,2,37763
J_1944,48,9,46682
J_1945,88,8,46475
J_1946,23,0,18782
J_1947,36,6,34232
J_1948,93,6,53265
J_1949,82,3,41191
J_1950,82,3,48966
J_1951,80,10,57442
J_1952,85,0,49118
J_1953,39,9,39156
J_1954,17,2,23282
J_1955,11,6,26782
J_1956,30,7,31080
J_1957,84,3,48138
J_1958,78,7,56448
J_1959,67,0,36474
J_1960,15,4,22303
J_1961,92,9,51415
J_1962,81,7,54782
J_1963,69,6,39175
J_1964,79,4,53334
J_1965,18,3,34136
J_1966,58,7,52736
J_1967,80,6,47606
J_1968,79,9,52822
J_1969,14,10,35969
J_1970,87,5,53278
J_1971,11,8,35233
J_1972,90,7,52446
J_1973,30,10,37990
J_1974,32,8,33557
J_1975,48,3,32460
J_1976,63,5,35994
J_1977,43,2,31471
J_1978,67,7,50202
J_1979,19,7,42983
J_1980,60,10,49023
J_1981,41,3,33523
J_1982,41,4,38123
J_1983,10,7,27940
J_1984,84,0,35435
J_1985,85,8,60847
J_1986,49,0,29514
J_1987,49,7,48802
J_1988,53,2,41673
J_1989,34,10,46664
J_1990,65,2,45783
J_1991,83,8,55027
J_1992,71,4,46138
J_1993,17,7,36862
J_1994,74,1,42308
J_1995,53,3,37917
J_1996,22,3,35917
J_1997,14,3,30974
J_1998,78,8,54024
J_1999,43,2,39527
J_2000,71,0,31868
J_2001,29,1,21301
J_2002,95,8,49562
J_2003,32,4,26066
J_2004,22,10,35253
J_2005,10,9,41684
J_2006,72,1,46451
J_2007,19,5,30341
J_2008,63,2,41293
J_2009,50,7,43650
J_2010,84,6,57341
J_2011,48,4,43741
J_2012,40,10,51198
J_2013,61,5,37280
J_2014,47,7,39276
J_2015,25,0,23594
J_2016,47,2,27338
J_2017,53,9,42665
J_2018,16,5,34824
J_2019,45,6,37057
J_2020,13,6,36438
J_2021,71,5,43458
J_2022,37,0,21553
J_2023,54,2,36143
J_2024,70,1,42533
J_2025,58,2,44792
J_2026,41,2,34809
J_2027,18,6,37849
J_2028,24,8,42539
J_2029,81,9,50547
J_2030,85,0,47788
J_2031,89,9,53399
J_2032,26,8,37232
J_2033,65,6,49644
J_2034,37,5,34272
J_2035,46,5,36357
J_2036,10,4,29238
J_2037,24,2,35286
J_2038,85,1,47407
J_2039,44,5,41818
J_2040,34,2,39426
J_2041,47,10,46062
J_2042,57,2,42450
J_2043,31,5,28828
J_2044,90,3,44778
J_2045,77,3,37657
J_2046,28,3,25166
J_2047,88,5,53907
J_2048,23,0,21097
J_2049,57,4,34569
J_2050,61,2,43548
J_2051,19,4,34630
J_2052,35,2,30879
J_2053,41,6,40503
J_2054,64,7,38679
J_2055,60,0,37940
J_2056,37,3,32958
J_2057,29,1,28389
J_2058,76,1,45680
J_2059,56,5,36020
J_2060,30,0,24547
J_2061,77,6,54988
J_2062,66,5,46921
J_2063,74,9,53714
J_2064,27,8,37354
J_2065,14,4,31972
J_2066,81,4,42778
J_2067,62,7,47963
J_2068,95,8,48133
J_2069,56,3,44033
J_2070,54,1,34205
J_2071,14,6,28092
J_2072,15,10,32470
J_2073,83,10,53191
J_2074,52,6,39724
J_2075,11,9,30042
J_2076,91,10,64228
J_2077,42,6,43999
J_2078,82,4,43558
J_2079,69,9,47231
J_2080,35,8,37841
J_2081,95,3,44011
J_2082,25,1,22122
J_2083,65,4,44564
J_2084,79,7,52733
J_2085,65,8,54350
J_2086,67,7,51810
J_2087,23,1,23229
J_2088,87,4,41634
J_2089,51,7,46739
J_2090,93,3,50903
J_2091,55,9,54055
J_2092,68,4,38776
J_2093,30,2,23443
J_2094,78,0,45505
J_2095,10,1,21129
J_2096,36,9,38755
J_2097,32,5,35178
J_2098,33,9,35454
J_2099,95,1,45420
J_2100,39,3,30353
J_2101,50,7,43475
J_2102,81,9,59430
J_2103,75,3,46354
J_2104,72,7,44717
J_2105,39,9,50564
J_2106,42,3,33076
J_2107,34,7,39840
J_2108,39,6,41313
J_2109,56,5,45479
J_2110,27,1,25505
J_2111,69,1,38561
J_2112,83,0,46112
J_2113,13,10,33178
J_2114,53,3,43710
J_2115,15,3,32782
J_2116,14,10,37574
J_2117,31,2,24651
J_2118,54,7,51798
J_2119,49,3,39115
J_2120,82,1,40859
J_2121,42,4,33460
J_2122,41,9,46575
J_2123,89,4,49283
J_2124,78,2,49729
J_2125,69,6,39655
J_2126,92,0,41684
J_2127,75,5,40457
J_2128,73,9,46554
J_2129,66,8,41409
J_2130,61,7,39142
J_2131,56,9,53966
J_2132,63,9,41489
J_2133,44,9,47528
J_2134,66,10,49288
J_2135,65,10,45356
J_2136,84,3,40631
J_2137,85,4,48836
J_2138,74,0,41484
J_2139,12,8,35189
J_2140,42,6,45135
J_2141,80,5,47613
J_2142,53,2,30247
J_2143,26,8,41010
J_2144,63,3,33795
J_2145,65,2,36687
J_2146,46,7,38349
J_2147,68,10,54809
J_2148,27,9,44917
J_2149,41,7,38139
J_2150,76,0,40016
J_2151,86,0,49188
J_2152,26,4,35256
J_2153,30,1,32012
J_2154,57,10,54229
J_2155,51,1,27968
J_2156,34,1,29056
J_2157,52,0,25542
J_2158,59,3,40942
J_2159,24,5,35216
J_2160,36,8,38574
J_2161,28,9,46519
J_2162,43,9,47490
J_2163,95,8,52316
J_2164,25,4,25223
J_2165,26,2,24699
J_2166,37,3,33243
J_2167,87,2,49328
J_2168,82,3,39030
J_2169,71,4,48495
J_2170,40,3,40056
J_2171,42,1,29688
J_2172,54,2,40763
J_2173,66,9,54809
J_2174,92,5,44958
J_2175,94,2,53290
J_2176,58,9,44217
J_2177,24,3,26478
J_2178,79,5,39791
J_2179,15,2,24243
J_2180,39,9,45139
J_2181,39,0,21982
J_2182,67,1,31661
J_2183,51,0,33063
J_2184,24,1,19809
J_2185,92,2,41843
J_2186,40,7,39731
J_2187,69,10,53785
J_2188,63,1,38043
J_2189,75,2,42132
J_2190,22,3,30264
J_2191,45,4,39862
J_2192,67,4,43729
J_2193,20,3,29676
J_2194,49,9,39393
J_2195,43,10,39045
J_2196,27,9,46680
J_2197,31,8,34416
J_2198,15,1,21492
J_2199,85,4,43084
J_2200,67,7,51414
J_2201,94,0,45009
J_2202,84,4,45795
J_2203,79,4,51942
J_2204,38,5,40428
J_2205,55,2,33826
J_2206,77,1,48100
J_2207,64,2,33578
J_2208,61,8,44876
J_2209,88,0,43195
J_2210,37,4,37337
J_2211,21,5,33678
J_2212,13,1,28557
J_2213,20,0,32035
J_2214,26,5,30103
J_2215,53,9,52094
J_2216,92,8,53340
J_2217,36,2,32403
J_2218,65,9,47471
J_2219,56,4,35028
J_2220,45,1,32684
J_2221,89,2,49274
J_2222,81,7,51882
J_2223,74,3,38514
J_2224,44,4,32740
J_2225,22,10,36387
J_2226,66,5,41047
J_2227,84,8,46793
J_2228,12,2,20827
J_2229,50,4,41383
J_2230,70,4,50923
J_2231,28,4,27356
J_2232,67,4,38231
J_2233,64,6,39019
J_2234,45,0,27199
J_2235,66,2,40271
J_2236,29,7,43283
J_2237,24,2,23052
J_2238,37,4,29699
J_2239,76,8,46652
J_2240,91,4,45264
J_2241,77,10,55446
J_2242,22,7,42911
J_2243,46,6,42854
J_2244,19,9,39405
J_2245,79,9,52000
J_2246,72,9,51712
J_2247,24,1,28946
J_2248,74,9,53331
J_2249,19,6,34730
J_2250,46,9,42102
J_2251,49,4,42679
J_2252,40,3,41907
J_2253,68,4,47646
J_2254,45,4,35630
J_2255,86,1,43108
J_2256,78,9,58140
J_2257,27,7,37376
J_2258,81,3,46981
J_2259,47,4,44363
J_2260,50,8,44616
J_2261,10,6,37849
J_2262,46,4,42640
J_2263,74,10,49315
J_2264,82,9,55085
J_2265,34,6,39539
J_2266,89,10,57361
J_2267,87,10,58674
J_2268,35,9,43516
J_2269,80,3,44893
J_2270,22,2,34600
J_2271,15,5,31423
J_2272,11,5,37185
J_2273,82,8,58931
J_2274,18,9,34347
J_2275,84,8,51043
J_2276,92,0,45879
J_2277,40,5,31005
J_2278,69,1,43342
J_2279,10,7,34589
J_2280,75,0,34440
J_2281,62,3,32444
J_2282,93,9,50913
J_2283,14,5,23597
J_2284,17,1,33679
J_2285,18,0,27281
J_2286,21,6,37792
J_2287,94,0,45915
J_2288,82,0,37257
J_2289,75,10,56216
J_2290,74,1,43917
J_2291,58,8,42126
J_2292,57,4,37347
J_2293,14,0,17679
J_2294,50,5,39819
J_2295,66,0,43540
J_2296,26,10,42750
J_2297,74,6,44795
J_2298,73,10,55168
J_2299,75,0,36909
J_2300,49,3,35464
J_2301,72,5,53500
J_2302,87,0,45319
J_2303,89,6,48268
J_2304,42,7,37291
J_2305,36,7,42840
J_2306,40,3,37977
J_2307,59,0,32519
J_2308,41,6,36045
J_2309,46,7,40609
J_2310,82,6,54714
J_2311,92,2,52227
J_2312,27,8,34129
J_2313,17,4,34993
J_2314,25,7,29379
J_2315,38,10,50222
J_2316,36,6,34323
J_2317,54,7,37315
J_2318,90,8,59395
J_2319,49,0,33988
J_2320,45,10,39919
J_2321,70,2,43267
J_2322,85,7,59606
J_2323,78,6,54137
J_2324,14,8,31591
J_2325,19,9,45765
J_2326,84,9,58835
J_2327,92,8,55204
J_2328,69,8,55449
J_2329,72,6,53125
J_2330,60,9,45490
J_2331,74,7,47337
J_2332,13,3,28653
J_2333,68,6,38424
J_2334,93,5,55299
J_2335,59,2,35099
J_2336,22,7,29864
J_2337,93,0,39912
J_2338,52,2,33662
J_2339,59,3,38238
J_2340,95,1,38696
J_2341,23,1,33674
J_2342,62,8,46468
J_2343,80,8,45171
J_2344,32,10,39773
J_2345,79,4,41432
J_2346,41,3,26983
J_2347,88,1,43369
J_2348,35,5,36817
J_2349,31,4,37699
J_2350,70,4,36919
J_2351,91,2,48654
J_2352,12,10,40652
J_2353,36,3,36209
J_2354,53,6,44852
J_2355,18,1,31470
J_2356,87,1,35933
J_2357,85,2,47097
J_2358,89,3,53780
J_2359,88,9,49930
J_2360,54,3,42008
J_2361,33,3,34538
J_2362,32,4,39469
J_2363,53,5,35287
J_2364,57,7,44415
J_2365,43,1,36821
J_2366,89,10,56571
J_2367,62,6,50436
J_2368,38,5,29609
J_2369,20,4,35019
J_2370,26,0,33615
J_2371,83,1,38234
J_2372,68,7,45706
J_2373,47,0,29671
J_2374,68,10,51912
J_2375,13,1,27937
J_2376,21,7,40316
J_2377,27,7,29857
J_2378,48,6,35018
J_2379,51,3,33312
J_2380,48,6,37613
J_2381,94,9,50247
J_2382,80,2,38606
J_2383,29,0,24463
J_2384,41,9,41510
J_2385,36,6,37044
J_2386,12,9,34815
J_2387,34,3,31085
J_2388,16,3,29319
J_2389,86,8,48981
J_2390,67,8,45557
J_2391,51,0,29318
J_2392,81,6,48875
J_2393,22,5,37539
J_2394,54,8,52870
J_2395,26,1,33102
J_2396,63,0,33998
J_2397,93,0,40117
J_2398,70,3,49568
J_2399,76,7,49758
J_2400,60,2,45317
J_2401,72,7,47643
J_2402,62,3,32022
J_2403,89,9,62359
J_2404,95,1,48010
J_2405,17,8,32218
J_2406,39,0,29332
J_2407,65,3,44535
J_2408,30,9,40275
