Applicant_ID,Skill_Level,Years_Experience,Expected_Salary
A_1245,94,9,61501
A_1246,70,2,35989
A_1247,40,2,28864
A_1248,23,7,36664
A_1249,82,0,40595
A_1250,91,4,47881
A_1251,19,2,31178
A_1252,68,11,53820
A_1253,90,10,60085
A_1254,80,3,48884
A_1255,80,10,51732
A_1256,26,11,43767
A_1257,49,2,34746
A_1258,54,0,35146
A_1259,69,0,40916
A_1260,39,6,35259
A_1261,42,2,32128
A_1262,8,15,44301
A_1263,36,1,27795
A_1264,36,12,43165
A_1265,50,4,39386
A_1266,3,12,33963
A_1267,65,9,49277
A_1268,17,13,39865
A_1269,85,9,59073
A_1270,99,10,61849
A_1271,45,14,53317
A_1272,57,9,45373
A_1273,30,12,41170
A_1274,73,11,57816
A_1275,80,8,51967
A_1276,65,12,54474
A_1277,46,7,43695
A_1278,17,11,45031
A_1279,31,8,39027
A_1280,83,9,53162
A_1281,100,12,58669
A_1282,29,2,27996
A_1283,19,0,19949
A_1284,36,2,29251
A_1285,48,12,46424
A_1286,91,3,50787
A_1287,45,9,44928
A_1288,47,3,37439
A_1289,37,14,46796
A_1290,16,13,43271
A_1291,61,10,51819
A_1292,83,13,56068
A_1293,78,9,54989
A_1294,16,5,36315
A_1295,7,8,30174
A_1296,44,13,50340
A_1297,50,4,41447
A_1298,65,12,52948
A_1299,25,12,47843
A_1300,12,14,46109
A_1301,1,3,29295
A_1302,68,9,49833
A_1303,28,3,30539
A_1304,87,3,46066
A_1305,31,2,31572
A_1306,20,5,35695
A_1307,90,11,57968
A_1308,61,1,34658
A_1309,36,9,42760
A_1310,92,0,47886
A_1311,77,8,47777
A_1312,84,11,56974
A_1313,3,14,39487
A_1314,43,13,54718
A_1315,78,1,44850
A_1316,53,9,44188
A_1317,12,4,28776
A_1318,83,10,57144
A_1319,70,3,37842
A_1320,54,0,29449
A_1321,16,14,42241
A_1322,43,10,41661
A_1323,54,14,58534
A_1324,69,5,47429
A_1325,43,15,57864
A_1326,24,8,37560
A_1327,62,1,39437
A_1328,1,11,39318
A_1329,46,9,45882
A_1330,21,1,24494
A_1331,39,4,40434
A_1332,1,6,28486
A_1333,96,10,56584
A_1334,39,6,41860
A_1335,35,14,53577
A_1336,38,4,34039
A_1337,55,1,31692
A_1338,63,0,39652
A_1339,99,9,59861
A_1340,36,5,41487
A_1341,29,5,36529
A_1342,29,13,50159
A_1343,56,9,52482
A_1344,76,15,62107
A_1345,69,14,61126
A_1346,9,3,31602
A_1347,55,9,51878
A_1348,53,7,46993
A_1349,73,0,36665
A_1350,94,4,47116
A_1351,44,7,44029
A_1352,84,0,38412
A_1353,80,13,57329
A_1354,38,4,36469
A_1355,31,5,36062
A_1356,62,0,40275
A_1357,94,5,48202
A_1358,22,1,22714
A_1359,7,3,29639
A_1360,52,4,39495
A_1361,98,12,61826
A_1362,65,12,52075
A_1363,74,4,44068
A_1364,10,7,28721
A_1365,71,14,54411
A_1366,18,2,22544
A_1367,56,11,45792
A_1368,73,10,54619
A_1369,55,7,47206
A_1370,79,7,50378
A_1371,76,2,40638
A_1372,79,0,35432
A_1373,15,10,37878
A_1374,27,13,46251
A_1375,11,12,38180
A_1376,72,9,52143
A_1377,74,4,41865
A_1378,46,9,46437
A_1379,97,2,50351
A_1380,18,4,30415
A_1381,16,1,27806
A_1382,81,15,60904
A_1383,74,7,44667
A_1384,56,7,48248
A_1385,26,1,32748
A_1386,28,9,42542
A_1387,24,7,35128
A_1388,9,2,23537
A_1389,75,7,45038
A_1390,36,12,42481
A_1391,99,14,62868
A_1392,92,10,59496
A_1393,72,15,59105
A_1394,79,10,57029
A_1395,7,1,21299
A_1396,66,5,40240
A_1397,100,2,52873
A_1398,74,2,45923
A_1399,85,14,65691
A_1400,58,9,49861
A_1401,86,14,57755
A_1402,47,6,45389
A_1403,5,2,23915
A_1404,26,6,34732
A_1405,58,15,55183
A_1406,34,1,25116
A_1407,92,4,49322
A_1408,74,0,42488
A_1409,2,5,28070
A_1410,96,5,49055
A_1411,9,14,42754
A_1412,17,4,28680
A_1413,48,7,46001
A_1414,58,1,38113
A_1415,19,7,30894
A_1416,72,9,50190
A_1417,61,14,51826
A_1418,59,15,59800
A_1419,56,12,48883
A_1420,22,12,45829
A_1421,15,8,31874
A_1422,99,8,52760
A_1423,83,0,41486
A_1424,92,15,70111
A_1425,83,5,49700
A_1426,62,10,47089
A_1427,17,10,39937
A_1428,58,8,43123
A_1429,1,1,17030
A_1430,85,13,56149
A_1431,6,11,35982
A_1432,61,15,60091
A_1433,21,12,42787
A_1434,99,8,55706
A_1435,36,11,42688
A_1436,75,12,59194
A_1437,82,1,40083
A_1438,59,12,56663
A_1439,70,14,62272
A_1440,83,9,58092
A_1441,28,13,50074
A_1442,91,14,63452
A_1443,14,11,42046
A_1444,35,15,48245
A_1445,87,2,44926
A_1446,31,0,28430
A_1447,49,1,37054
A_1448,26,11,40368
A_1449,13,5,26466
A_1450,99,2,50471
A_1451,30,12,45851
A_1452,64,7,51092
A_1453,39,14,46548
A_1454,95,13,60203
A_1455,96,4,46023
A_1456,1,8,29003
A_1457,98,15,69250
A_1458,22,13,41897
A_1459,78,13,61487
A_1460,29,11,44461
A_1461,61,4,43040
A_1462,86,14,67127
A_1463,42,14,51556
A_1464,15,8,36989
A_1465,97,7,58620
A_1466,2,8,29498
A_1467,22,5,28337
A_1468,65,5,44072
A_1469,52,5,39250
A_1470,74,14,54661
A_1471,25,11,47094
A_1472,37,1,25851
A_1473,16,1,24146
A_1474,47,5,36611
A_1475,59,7,43456
A_1476,26,5,33299
A_1477,55,2,38516
A_1478,53,3,34357
A_1479,8,4,28325
A_1480,25,4,30566
A_1481,67,15,56782
A_1482,86,6,53199
A_1483,25,4,36474
A_1484,6,3,23161
A_1485,55,11,52002
A_1486,52,5,39084
A_1487,14,2,23374
A_1488,89,12,61880
A_1489,72,15,63423
A_1490,3,6,32285
A_1491,98,3,53664
A_1492,42,14,46824
A_1493,99,6,56101
A_1494,53,2,33935
A_1495,30,0,25969
A_1496,100,6,51321
A_1497,87,2,47401
A_1498,29,11,48164
A_1499,65,7,46536
A_1500,72,3,41010
A_1501,35,11,44790
A_1502,92,9,56452
A_1503,38,15,51690
A_1504,73,1,34750
A_1505,92,14,62088
A_1506,56,9,51721
A_1507,56,8,43556
A_1508,91,2,43372
A_1509,67,9,50433
A_1510,2,12,42358
A_1511,100,9,55756
A_1512,27,14,50847
A_1513,96,0,44331
A_1514,13,4,31362
A_1515,18,4,30137
A_1516,70,2,38277
A_1517,49,4,33996
A_1518,73,0,35027
A_1519,39,5,33073
A_1520,78,9,52839
A_1521,81,1,41645
A_1522,20,8,36302
A_1523,13,12,38222
A_1524,10,6,32933
A_1525,87,2,44636
A_1526,74,8,51376
A_1527,40,2,33186
A_1528,9,15,48752
A_1529,26,11,46140
A_1530,77,2,37863
A_1531,58,4,40445
A_1532,30,9,37363
A_1533,99,14,63676
A_1534,3,10,39044
A_1535,15,0,28108
A_1536,66,10,53568
A_1537,61,1,40867
A_1538,4,3,25042
A_1539,12,5,34528
A_1540,76,7,48853
A_1541,51,5,36667
A_1542,94,3,43297
A_1543,27,3,36073
A_1544,33,9,43749
A_1545,27,12,44009
A_1546,100,5,51717
A_1547,47,1,30728
A_1548,18,0,19717
A_1549,51,10,46148
A_1550,28,11,43243
A_1551,21,12,42359
A_1552,45,2,36858
A_1553,69,10,50913
A_1554,49,7,43231
A_1555,44,2,36445
A_1556,90,10,59922
A_1557,14,12,46006
A_1558,23,13,41497
A_1559,38,9,45780
A_1560,9,11,43101
A_1561,23,13,49023
A_1562,61,6,43809
A_1563,83,7,49566
A_1564,70,12,56927
A_1565,3,14,37427
A_1566,8,7,33621
A_1567,59,6,44950
A_1568,35,0,26865
A_1569,62,0,38985
A_1570,81,3,40116
A_1571,71,7,52162
A_1572,13,5,29486
A_1573,90,1,46549
A_1574,49,7,40609
A_1575,44,13,49459
A_1576,58,13,54384
A_1577,14,5,31276
A_1578,99,4,51094
A_1579,91,10,53070
A_1580,16,9,34781
A_1581,91,15,67605
A_1582,64,3,39556
A_1583,68,1,36130
A_1584,46,9,42034
A_1585,73,0,36485
A_1586,65,15,63190
A_1587,84,2,40638
A_1588,1,8,28863
A_1589,64,3,37352
A_1590,24,6,35056
A_1591,84,10,58228
A_1592,99,8,57538
A_1593,70,4,47690
A_1594,96,13,65900
A_1595,46,6,36044
A_1596,36,8,44165
A_1597,92,6,49819
A_1598,85,0,41844
A_1599,56,11,49039
A_1600,85,13,59297
A_1601,39,0,31761
A_1602,45,6,42008
A_1603,87,12,57614
A_1604,2,4,23095
A_1605,96,2,48954
A_1606,8,12,43368
A_1607,78,8,55357
A_1608,96,11,61783
A_1609,96,4,46867
A_1610,73,2,39212
A_1611,71,1,35191
A_1612,36,2,29076
A_1613,43,12,44840
A_1614,5,9,31395
A_1615,99,3,52382
A_1616,79,12,59709
A_1617,24,13,48203
A_1618,88,0,44987
A_1619,76,14,63485
A_1620,82,9,54207
A_1621,76,9,47562
A_1622,82,2,44088
A_1623,74,11,55306
A_1624,61,5,44333
A_1625,34,15,46247
A_1626,47,12,50812
A_1627,53,1,30209
A_1628,33,3,32043
A_1629,99,5,56986
A_1630,91,14,65805
A_1631,78,14,57768
A_1632,65,8,49090
A_1633,3,2,23388
A_1634,59,2,41733
A_1635,64,14,52164
A_1636,44,6,37736
A_1637,23,4,35553
A_1638,36,15,54938
A_1639,63,4,37243
A_1640,59,14,58648
A_1641,29,0,26508
A_1642,35,15,56078
A_1643,68,12,57201
A_1644,93,5,46172
A_1645,16,13,38556
A_1646,36,11,44815
A_1647,95,12,62240
A_1648,78,4,44688
A_1649,99,1,49677
A_1650,98,14,65866
A_1651,40,11,43646
A_1652,48,2,30509
A_1653,73,10,50191
A_1654,16,12,37892
A_1655,75,14,55952
A_1656,96,2,43566
A_1657,96,12,61577
A_1658,99,9,60144
A_1659,87,8,50580
A_1660,4,9,30595
A_1661,28,8,42350
A_1662,43,4,39919
A_1663,51,12,55402
A_1664,9,4,31640
A_1665,99,4,46589
A_1666,78,1,43184
A_1667,99,13,60893
A_1668,93,14,59586
A_1669,11,11,38006
A_1670,2,7,35263
A_1671,11,5,33268
A_1672,2,4,26465
A_1673,45,4,34653
A_1674,70,1,35709
A_1675,94,6,53374
A_1676,89,14,58760
A_1677,31,13,45109
A_1678,55,8,49667
A_1679,60,13,50167
A_1680,93,13,59544
A_1681,68,2,39440
A_1682,22,15,46580
A_1683,54,2,33757
A_1684,62,14,55506
A_1685,18,14,48843
A_1686,9,13,39702
A_1687,1,14,40472
A_1688,96,7,57766
A_1689,36,3,33487
A_1690,55,8,47238
A_1691,36,5,36332
A_1692,45,0,27721
A_1693,93,7,55423
A_1694,74,12,60933
A_1695,3,15,43350
A_1696,48,10,43392
A_1697,85,14,64724
A_1698,54,10,50162
A_1699,95,5,50766
A_1700,97,4,50219
A_1701,84,7,52930
A_1702,36,15,52385
A_1703,74,1,43763
A_1704,95,11,55582
A_1705,99,14,69137
A_1706,74,7,52548
A_1707,42,13,45256
A_1708,66,12,56423
A_1709,48,12,53622
A_1710,27,11,47476
A_1711,85,7,48371
A_1712,23,0,20808
A_1713,30,13,47736
A_1714,86,2,47364
A_1715,34,3,29244
A_1716,91,4,51926
A_1717,24,5,31037
A_1718,17,5,30331
A_1719,36,9,40659
A_1720,45,15,51037
A_1721,66,7,44445
A_1722,50,9,48124
A_1723,40,8,45186
A_1724,32,2,26575
A_1725,30,3,31150
A_1726,6,15,41303
A_1727,25,11,42656
A_1728,36,12,44091
A_1729,22,11,44279
A_1730,61,6,47815
A_1731,55,5,42730
A_1732,31,1,26662
A_1733,8,6,29364
A_1734,89,7,49001
A_1735,54,3,36200
A_1736,76,14,57210
A_1737,97,7,50156
A_1738,13,5,27123
A_1739,76,12,52895
A_1740,44,5,36435
A_1741,21,15,49132
A_1742,35,9,39813
A_1743,80,1,41198
A_1744,68,4,39223
A_1745,91,10,55120
A_1746,48,11,46969
A_1747,48,0,36752
A_1748,61,12,52028
A_1749,76,2,42630
A_1750,67,5,45205
A_1751,26,9,39085
A_1752,10,0,27205
A_1753,12,1,22951
A_1754,47,14,52966
A_1755,78,3,40724
A_1756,62,15,54621
A_1757,62,4,37850
A_1758,23,0,29289
A_1759,74,1,38600
A_1760,46,15,50708
A_1761,65,7,41796
A_1762,76,0,40274
A_1763,98,9,53331
A_1764,67,9,50410
A_1765,96,5,51904
A_1766,89,8,54792
A_1767,79,9,48736
A_1768,14,4,28335
A_1769,93,3,42916
A_1770,87,5,49867
A_1771,33,10,48135
A_1772,3,1,21210
A_1773,59,11,47093
A_1774,23,6,38209
A_1775,36,3,33431
A_1776,96,10,59627
A_1777,66,10,49013
A_1778,57,12,49269
A_1779,90,3,48265
A_1780,69,8,48295
A_1781,10,10,42337
A_1782,89,13,65881
A_1783,46,3,39520
A_1784,23,4,35355
A_1785,30,11,42198
A_1786,63,4,42351
A_1787,98,13,60442
A_1788,51,10,43159
A_1789,31,12,46097
A_1790,59,12,53703
A_1791,71,15,60457
A_1792,84,15,62682
A_1793,92,15,66325
A_1794,74,12,53676
A_1795,33,12,49105
A_1796,28,8,36525
A_1797,19,1,21670
A_1798,36,10,44495
A_1799,24,7,32623
A_1800,67,10,50320
A_1801,36,12,43112
A_1802,99,4,55460
A_1803,6,6,31798
A_1804,29,4,30775
A_1805,69,7,47201
A_1806,77,5,46107
A_1807,57,9,48550
A_1808,80,7,52007
A_1809,85,9,54018
A_1810,56,14,57332
A_1811,44,12,45824
A_1812,7,15,40117
A_1813,24,13,46937
A_1814,78,14,57102
A_1815,85,2,47843
A_1816,81,7,53710
A_1817,3,10,39055
A_1818,16,10,34497
A_1819,26,15,53771
A_1820,67,11,51675
A_1821,39,5,37057
A_1822,79,7,54840
A_1823,74,9,49872
A_1824,34,8,39247
A_1825,18,4,32169
A_1826,40,0,29915
A_1827,32,3,32411
A_1828,65,6,42215
A_1829,64,7,50759
A_1830,34,0,25782
A_1831,71,10,52996
A_1832,57,0,33359
A_1833,86,10,55402
A_1834,4,15,46392
A_1835,3,1,23556
A_1836,61,10,47202
A_1837,13,0,18310
A_1838,96,8,60688
A_1839,37,2,35746
A_1840,35,10,41583
A_1841,52,13,56829
A_1842,75,9,55166
A_1843,39,6,41023
A_1844,9,2,21619
A_1845,75,7,52002
A_1846,34,15,53728
A_1847,26,7,39151
A_1848,99,13,59783
A_1849,91,11,60588
A_1850,15,3,28525
A_1851,84,15,60786
A_1852,72,4,48540
A_1853,87,7,47807
A_1854,22,11,40505
A_1855,69,8,48656
A_1856,4,2,21336
A_1857,97,4,45909
A_1858,54,10,47267
A_1859,58,12,53042
A_1860,54,8,50244
A_1861,72,7,47623
A_1862,13,15,47980
A_1863,59,8,46954
A_1864,42,1,35823
A_1865,59,14,54499
A_1866,37,9,45199
A_1867,13,4,33450
A_1868,80,4,42833
A_1869,27,8,38713
A_1870,16,6,35351
A_1871,77,12,58671
A_1872,47,5,37763
A_1873,37,5,41298
A_1874,63,9,44440
A_1875,4,5,26682
A_1876,25,9,41653
A_1877,74,15,58042
A_1878,92,0,43535
A_1879,3,3,20667
A_1880,75,4,48486
A_1881,59,3,39682
A_1882,60,6,47935
A_1883,56,2,38135
A_1884,17,4,32637
A_1885,54,5,38137
A_1886,72,3,42892
A_1887,31,0,26030
A_1888,48,1,31111
A_1889,49,14,57353
A_1890,25,8,37213
A_1891,90,14,68007
A_1892,89,2,49070
A_1893,81,14,57854
A_1894,64,6,42834
A_1895,46,14,47797
A_1896,36,12,46026
A_1897,27,13,46326
A_1898,1,3,22839
A_1899,30,13,43691
A_1900,9,11,37322
A_1901,34,15,46067
A_1902,84,11,57033
A_1903,70,3,40292
A_1904,26,1,27747
A_1905,54,1,35493
A_1906,76,5,50178
A_1907,36,6,35481
A_1908,98,2,42582
A_1909,10,5,28005
A_1910,40,1,32117
A_1911,97,4,48660
A_1912,9,2,28152
A_1913,76,9,53030
A_1914,2,9,38595
A_1915,26,1,25004
A_1916,99,11,61966
A_1917,49,8,42534
A_1918,37,8,44964
A_1919,17,7,39188
A_1920,72,4,40845
A_1921,3,8,29660
A_1922,99,10,55981
A_1923,9,15,43774
A_1924,71,12,52313
A_1925,96,15,64244
A_1926,59,5,41871
A_1927,11,4,29398
A_1928,41,10,46679
A_1929,83,8,51371
A_1930,26,7,38495
A_1931,59,5,41876
A_1932,27,15,47084
A_1933,61,6,45519
A_1934,89,2,49951
A_1935,76,9,57007
A_1936,14,12,44445
A_1937,49,8,41611
A_1938,9,4,25690
A_1939,2,0,20383
A_1940,11,4,24765
A_1941,25,1,25840
A_1942,59,0,35184
A_1943,83,12,58907
A_1944,72,1,41699
A_1945,83,8,51714
A_1946,4,0,22000
A_1947,17,12,43048
A_1948,64,2,39189
A_1949,12,7,37066
A_1950,45,4,33359
A_1951,36,1,30288
A_1952,62,8,46547
A_1953,32,9,44573
A_1954,61,12,56059
A_1955,71,9,55181
A_1956,34,4,30015
A_1957,19,1,23178
A_1958,33,6,41838
A_1959,73,1,43022
A_1960,86,4,42595
A_1961,63,0,38766
A_1962,19,1,23784
A_1963,64,3,44377
A_1964,79,8,47459
A_1965,70,3,40095
A_1966,66,4,38035
A_1967,54,9,45736
A_1968,51,7,43649
A_1969,13,14,39646
A_1970,7,14,38218
A_1971,43,11,47050
A_1972,47,2,39175
A_1973,91,1,41129
A_1974,44,14,51244
A_1975,79,10,50356
A_1976,42,9,39375
A_1977,30,10,44151
A_1978,76,0,34264
A_1979,39,8,41125
A_1980,74,11,50854
A_1981,22,7,32449
A_1982,88,11,58920
A_1983,5,1,21057
A_1984,18,1,27550
A_1985,49,2,30330
A_1986,16,4,33786
A_1987,39,11,43155
A_1988,38,0,26285
A_1989,17,4,29405
A_1990,81,15,62952
A_1991,4,7,29913
A_1992,38,5,33125
A_1993,13,12,38707
A_1994,46,14,51078
A_1995,74,2,41217
A_1996,90,12,61221
A_1997,27,5,38527
A_1998,83,10,51890
A_1999,55,5,43542
A_2000,43,4,34085
A_2001,26,5,29351
A_2002,99,12,65531
A_2003,80,0,39314
A_2004,82,11,54196
A_2005,92,6,52665
A_2006,98,4,52479
A_2007,65,11,53451
A_2008,87,2,40525
A_2009,60,2,37498
A_2010,58,5,37837
A_2011,5,1,24767
A_2012,50,7,47190
A_2013,50,3,32027
A_2014,26,4,30706
A_2015,5,11,39536
A_2016,15,6,27949
A_2017,13,6,36588
A_2018,59,13,53199
A_2019,79,12,54658
A_2020,96,2,44675
A_2021,99,13,60833
A_2022,12,9,40346
A_2023,19,8,32751
A_2024,93,8,51480
A_2025,35,14,48272
A_2026,2,9,31050
A_2027,64,7,48187
A_2028,33,10,40920
A_2029,91,11,54681
A_2030,100,2,52463
A_2031,38,11,49010
A_2032,17,13,42798
A_2033,86,11,59815
A_2034,38,10,42260
A_2035,74,4,40101
A_2036,80,0,43843
A_2037,90,3,50744
A_2038,67,14,60059
A_2039,76,7,51750
A_2040,33,3,28961
A_2041,43,2,29528
A_2042,78,2,39287
A_2043,31,12,43813
A_2044,9,4,32581
A_2045,85,10,52447
A_2046,82,1,43741
A_2047,13,12,39658
A_2048,92,3,47700
A_2049,89,10,53411
A_2050,44,13,49119
A_2051,33,0,26817
A_2052,49,5,37542
A_2053,71,0,41862
A_2054,74,7,44310
A_2055,35,0,29812
A_2056,52,0,37717
A_2057,98,4,53382
A_2058,84,0,37706
A_2059,45,1,28454
A_2060,25,15,44382
A_2061,38,1,34665
A_2062,16,8,37186
A_2063,24,11,44586
A_2064,76,5,45275
A_2065,3,0,21407
A_2066,24,15,43926
A_2067,31,4,30351
A_2068,92,6,53013
A_2069,69,15,58101
A_2070,74,6,42680
A_2071,1,3,27761
A_2072,67,11,55128
A_2073,15,8,30794
A_2074,30,7,33551
A_2075,47,8,46766
A_2076,80,3,43269
A_2077,37,3,30520
A_2078,16,11,35517
A_2079,38,5,32846
A_2080,89,1,42702
A_2081,12,15,46694
A_2082,44,1,37003
A_2083,78,0,36553
A_2084,60,8,44376
A_2085,16,1,28894
A_2086,10,11,43864
A_2087,54,11,49005
A_2088,44,2,30780
A_2089,16,8,35993
A_2090,19,11,36341
A_2091,38,11,47094
A_2092,59,7,46659
A_2093,67,0,34210
A_2094,2,4,30784
A_2095,52,9,47843
A_2096,44,5,36978
A_2097,52,1,37849
A_2098,70,12,59633
A_2099,74,3,45984
A_2100,32,4,31026
A_2101,79,3,41689
A_2102,18,11,45781
A_2103,25,3,26602
A_2104,56,13,55300
A_2105,26,15,52451
A_2106,78,11,54044
A_2107,60,0,32497
A_2108,82,11,53200
A_2109,85,14,61870
A_2110,24,13,41098
A_2111,5,13,39444
A_2112,29,9,37924
A_2113,15,12,42418
A_2114,5,11,35729
A_2115,66,11,49633
A_2116,59,7,48643
A_2117,82,13,59087
A_2118,97,7,50704
A_2119,33,7,41484
A_2120,77,6,51436
A_2121,42,4,34924
A_2122,39,9,43938
A_2123,54,2,34793
A_2124,34,8,38575
A_2125,78,0,38207
A_2126,29,4,32519
A_2127,75,5,46376
A_2128,59,0,36214
A_2129,39,10,40752
A_2130,54,5,38682
A_2131,43,11,46144
A_2132,32,3,33909
A_2133,43,12,53301
A_2134,51,8,46703
A_2135,35,11,47841
A_2136,66,1,38797
A_2137,66,8,45176
A_2138,52,8,46644
A_2139,20,1,25831
A_2140,98,6,51534
A_2141,94,5,51220
A_2142,33,15,54486
A_2143,87,15,60186
A_2144,63,3,44184
A_2145,3,0,23754
A_2146,42,15,48188
A_2147,74,5,44092
A_2148,91,12,61320
A_2149,34,8,38402
A_2150,14,2,24825
A_2151,13,11,40594
A_2152,63,12,57214
A_2153,87,9,53064
A_2154,37,7,37979
A_2155,96,13,64774
A_2156,74,14,57287
A_2157,38,15,53727
A_2158,20,4,32700
A_2159,99,7,56463
A_2160,78,3,48176
A_2161,33,3,32663
A_2162,34,7,38268
A_2163,85,7,52137
A_2164,1,0,22822
A_2165,96,9,61267
A_2166,62,2,35643
A_2167,6,13,41227
A_2168,43,4,34577
A_2169,7,0,25467
A_2170,71,2,35784
A_2171,40,13,52810
A_2172,84,1,38850
A_2173,28,12,42814
A_2174,74,13,59045
A_2175,15,9,37873
A_2176,23,13,50025
A_2177,79,5,49953
A_2178,74,12,56642
A_2179,16,8,40463
A_2180,6,2,23883
A_2181,12,7,33772
A_2182,9,11,40030
A_2183,23,12,42320
A_2184,58,14,60423
A_2185,82,13,57133
A_2186,65,3,36901
A_2187,22,8,33874
A_2188,74,10,54710
A_2189,100,6,54812
A_2190,44,2,34662
A_2191,80,8,51025
A_2192,62,4,38395
A_2193,57,0,38829
A_2194,1,11,39332
A_2195,60,6,46742
A_2196,90,4,51416
A_2197,5,13,36945
A_2198,22,9,43002
A_2199,44,2,33684
A_2200,69,11,55404
A_2201,56,7,43981
A_2202,83,7,50536
A_2203,30,0,23905
A_2204,54,3,41342
A_2205,11,6,26921
A_2206,56,0,32163
A_2207,98,13,68720
A_2208,8,14,38958
A_2209,66,4,44865
A_2210,36,8,37552
A_2211,70,15,60656
A_2212,22,5,31715
A_2213,46,0,28108
A_2214,25,11,42045
A_2215,86,15,67581
A_2216,19,8,37834
A_2217,66,0,31633
A_2218,20,10,44888
A_2219,65,5,46759
A_2220,55,4,37046
A_2221,58,13,53829
A_2222,80,14,57757
A_2223,63,9,48777
A_2224,87,0,43142
A_2225,6,12,37300
A_2226,74,0,40679
A_2227,10,14,43048
A_2228,61,7,47570
A_2229,72,3,44436
A_2230,77,14,59898
A_2231,76,6,52601
A_2232,15,1,22522
A_2233,85,10,53678
A_2234,49,2,38550
A_2235,37,12,48143
A_2236,64,7,46176
A_2237,43,5,39111
A_2238,29,3,28869
A_2239,60,0,34228
A_2240,97,6,56441
A_2241,22,7,38983
A_2242,28,10,37210
A_2243,74,13,54517
A_2244,70,14,59573
A_2245,4,6,26503
A_2246,78,8,55691
A_2247,60,8,44518
A_2248,55,13,55976
A_2249,52,14,53042
A_2250,24,1,23631
A_2251,54,6,39706
A_2252,76,13,60834
A_2253,75,3,42450
A_2254,6,2,28927
A_2255,28,1,30169
A_2256,20,3,29480
A_2257,80,6,44900
A_2258,88,2,43678
A_2259,4,13,37816
A_2260,93,11,59231
A_2261,68,0,37935
A_2262,78,9,52671
A_2263,91,8,53406
A_2264,77,13,59469
A_2265,51,11,48120
A_2266,57,10,44532
A_2267,9,2,30022
A_2268,50,6,36623
A_2269,22,10,38683
A_2270,6,15,43282
A_2271,43,0,32443
A_2272,31,15,51302
A_2273,59,14,51098
A_2274,12,5,32856
A_2275,15,3,23689
A_2276,99,15,66843
A_2277,18,8,39585
A_2278,4,3,26689
A_2279,23,11,38430
A_2280,39,13,53597
A_2281,30,13,46862
A_2282,28,8,36652
A_2283,34,13,46436
A_2284,25,2,26680
A_2285,75,5,49914
A_2286,39,8,43200
A_2287,47,10,45805
A_2288,82,0,35845
A_2289,88,7,51398
A_2290,99,15,64748
A_2291,70,10,48622
A_2292,31,6,36703
A_2293,71,14,59146
A_2294,69,9,46851
A_2295,72,7,44444
A_2296,45,10,49236
A_2297,4,11,38128
A_2298,50,4,35516
A_2299,14,6,30322
A_2300,53,9,49669
A_2301,57,6,42187
A_2302,98,5,52644
A_2303,7,3,26655
A_2304,31,0,22921
A_2305,37,0,33371
A_2306,8,5,32288
A_2307,93,6,53619
A_2308,45,0,26733
A_2309,18,12,46050
A_2310,10,9,33465
A_2311,10,0,21126
A_2312,98,14,65083
A_2313,89,15,62334
A_2314,98,1,48578
A_2315,57,3,43270
A_2316,53,3,38749
A_2317,95,12,65584
A_2318,72,10,49269
A_2319,25,6,31791
A_2320,72,8,54025
A_2321,67,10,53030
A_2322,47,12,44839
A_2323,40,3,35293
A_2324,48,7,39527
A_2325,36,5,31586
A_2326,16,3,24719
A_2327,71,6,51465
A_2328,19,1,29211
A_2329,73,10,54292
A_2330,77,4,49736
A_2331,72,2,44621
A_2332,20,1,25506
A_2333,63,6,48415
A_2334,67,0,37789
A_2335,48,6,36873
A_2336,81,0,45134
A_2337,50,14,57269
A_2338,72,14,57688
A_2339,39,11,49560
A_2340,96,3,45728
A_2341,52,0,29463
A_2342,39,9,47223
A_2343,16,6,28304
A_2344,98,11,58400
A_2345,59,13,56989
A_2346,100,11,59013
A_2347,31,4,36621
A_2348,27,3,31946
A_2349,18,7,37924
A_2350,15,0,23656
A_2351,50,11,44438
A_2352,25,6,31032
A_2353,41,13,50242
A_2354,44,9,39796
A_2355,57,4,45194
A_2356,44,9,39516
A_2357,79,5,48678
A_2358,27,2,28849
A_2359,54,14,52238
A_2360,15,9,38243
A_2361,96,0,41692
A_2362,87,5,51803
A_2363,94,6,56207
A_2364,44,0,35668
A_2365,43,10,50099
A_2366,28,5,37595
A_2367,35,15,53716
A_2368,78,13,56261
A_2369,39,14,54716
A_2370,93,10,55741
A_2371,28,7,37523
A_2372,30,2,29213
A_2373,96,4,47017
A_2374,25,15,53029
A_2375,24,0,21597
A_2376,95,2,44506
A_2377,80,6,47761
A_2378,35,1,31064
A_2379,85,14,59255
A_2380,42,10,41637
A_2381,1,13,37797
A_2382,96,10,57675
A_2383,30,0,26928
A_2384,73,8,47085
A_2385,48,4,33061
A_2386,34,12,50314
A_2387,92,9,55050
A_2388,38,2,35332
A_2389,81,2,47125
A_2390,30,12,47743
A_2391,81,8,51869
A_2392,100,9,59073
A_2393,24,13,42623
A_2394,69,4,45568
A_2395,98,9,58392
A_2396,25,11,38079
A_2397,76,9,56233
A_2398,82,6,48949
A_2399,52,12,53149
A_2400,65,14,60243
A_2401,73,4,40513
A_2402,70,5,47213
A_2403,59,5,45592
A_2404,82,8,57041
A_2405,27,1,26910
A_2406,19,15,42694
A_2407,87,8,50197
A_2408,2,0,22262
